stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0.28,0,0,0
21Day,1.11,0.37,0,0,2.59,0,0,0.37
3Month,1.46,0,0.31,0.42,0.1,0,0,0.31
22Month,3.83,0,0,2.05,0.68,0.27,0.14,0
