stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,7,0
72hpf,1.13,0,0.28,3.66,1.13
21Day,1.11,0,0,0.74,1.48
3Month,0.94,0.52,0,0,0
22Month,0,0,0.14,0,0
