stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0,2.25,0,0.28
21Day,0.37,0,0.37,2.96,0,0.74
3Month,2.91,32.56,0.52,0.1,0.42,0.42
22Month,2.46,0.14,0.14,0.14,0.14,0
