stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0
72hpf,2.25,0,0,0,0
21Day,1.48,0,0.37,0,0
3Month,0.83,0.21,0,0,0
22Month,2.46,0.41,0.14,0.55,0.14
