stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0.37,0,0,0,0,0.37,0,0,0
3Month,77.18,0.31,0.73,1.25,0.94,0.31,0,1.14,0.62
22Month,20.63,0,0,0.14,0,0,0.14,0.14,0.14
