stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,1,0,0,0
72hpf,0,0.85,0,0.56,0.28,31.57,0,1.69
21Day,0,1.85,0,0.74,0.37,13.69,0,3.33
3Month,0,3.64,7.59,0.83,0.1,0.1,0.31,0.52
22Month,0.14,5.19,3.96,0.14,0.14,0.68,0,0.27
