stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory
24hpf,0,0,0,0,0,0,2,0,0
72hpf,0,0.28,0,0,0,0,0.28,0,0
21Day,0,1.11,0.37,0,0,0,6.29,0,0
3Month,0.1,1.98,0,5.1,0.52,0.1,0.21,0,0
22Month,0.14,3.14,0,0.41,0.14,0,1.64,0.41,0.14
