stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,1,1
21Day,0,0,0,0,0,0.74
3Month,0.1,0.42,0.52,0.52,0.1,0
22Month,0,1.64,0.41,0.41,1.09,0
