stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,5,0,2
72hpf,0,0.85,0.28,0,0,3.66,1.13,0.28
21Day,0,0,0,0.37,0,0.37,0,0
3Month,0.1,1.77,0,2.18,0.1,0.52,1.35,0.31
22Month,0,2.73,0,0,0.41,0.41,1.91,0.14
