stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,0.85
21Day,0,0.37,0.74,0.74,0.74,0.37
3Month,0.1,1.46,0.1,2.5,0,1.04
