stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,3,0,0
72hpf,0.28,0,0,0,1.41,0,2.25
21Day,0.74,0,0,0,0.74,0,1.48
3Month,1.77,0,2.18,0.31,0,0,0.42
22Month,2.46,0.14,0,0.41,0,0.14,0.41
