stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,17,0,3
72hpf,0,0,0,0.28,0,3.66,0,0.85
21Day,0,0,0,0.37,0.37,0,0.37,1.11
3Month,0.1,1.35,0.21,0.21,0,0,0,0
