stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,20,0,2,42,140,2,0,46
72hpf,0,14.37,0,0.28,2.54,7.89,0,0,3.1
21Day,0,2.59,0,0.37,0.37,1.48,0,0,0.74
3Month,0,1.46,0.31,0.21,0.62,0.1,0,0,0.42
22Month,0,0.55,0.82,0.14,0.27,0,0,0.27,0
