stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,7,0,3,0,27,0,16
72hpf,0,2.25,0,0,0.56,16.63,0.56,12.4
21Day,0,1.85,0,0.37,1.48,5.55,1.11,9.25
3Month,0.21,2.81,3.43,0.31,2.08,0.1,0.1,0.73
22Month,0,2.05,0.27,0.68,0,0,0,0.68
