stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.56,0,0,0,1.69,0,0,0
21Day,0,0,0,0,0,3.33,0,0,0
3Month,0,1.87,1.04,0.21,0.31,0.73,0,0.21,0.42
22Month,0.27,12.71,0.14,0.55,1.23,0.41,0.27,0.27,0.41
