stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,9,1
72hpf,0,0.85,0,0,0,0,8.46,0
21Day,0,1.48,0.37,0,1.11,0.37,1.85,0
3Month,0,0.31,0,0.1,0.1,0,0,0.1
22Month,0.14,0.41,0,0,0.41,0,0,0.14
