stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0,1.13,0,0.28
21Day,0,0,0,0.37,0,0.37
3Month,0.21,0.31,0,0,0,0.21
22Month,1.64,0,0.27,0,0.14,0
