stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4,0
72hpf,0,0,0,0,0.56,0
21Day,0,0,0,0.37,1.85,0
22Month,1.09,0.14,0.41,0,0.14,0.14
