stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,3,0,0,1,0,0,0,0
72hpf,0,0,0,0,0,4.79,0,0,0
21Day,0,2.59,0,0,0,3.33,0.37,0.37,0.74
3Month,0,3.95,0.21,0.52,0.1,0,0,0.21,0.62
22Month,0.41,6.7,0.27,0.55,0,0.68,0.27,0.14,0.41
