stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0.28,1.41
21Day,0,2.59,0,0,0,0,0.74
3Month,0.1,2.08,0.1,0.1,0,0,0.1
22Month,0,1.23,0,0.41,0.14,0,0.14
