stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,3,0,0,0,1,0,1
72hpf,1.13,0.28,0,0,0.28,0,0
21Day,2.22,0,0,0,1.48,0,0
3Month,1.98,0,0.52,0.42,0.21,0.1,0.21
22Month,0.41,0,0,0.41,0,0,0
