stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,1.69,0,0,0.28,0.28,0,0.56
21Day,3.7,0,0,0,0.37,0,0
3Month,1.04,2.6,0.1,0.1,0,0.1,0
