stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,12,0,0,0,0,3,0
72hpf,84.55,0,0,0.56,0.28,4.79,0.56
21Day,33.67,0.37,0,0,0.37,2.59,0
3Month,14.04,0.1,0.73,0.1,0,0,0
22Month,0.27,0,0.14,0.14,0,0,0
