stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
21Day,0.37,0,3.7,0.37,0.37,0
3Month,0.42,0,0.21,0.1,0,0
22Month,1.78,0.27,0.82,2.73,0.14,0.14
