stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0.85,0,0,1.97,0,0.28
21Day,3.33,0.74,0.37,1.11,0.37,1.48
3Month,1.25,0.1,0.21,0,0,0
22Month,1.23,0.27,0,0,0.14,0
