stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
3Month,0.1,0.42,0.1,0.52,2.81,0.1,0.1,0.1
