stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12,0,0,1
72hpf,0.28,0.85,0,0,0,15.22,0,0,1.13
21Day,0,1.11,0.74,0,2.22,8.88,0,0,0.74
3Month,0,1.77,0,0.83,0.21,0.21,0.1,0.1,0.52
22Month,0.14,3.14,0,0,1.09,0.55,0.41,0,0.27
