stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0.56,0,0,0,0.28,0.56,0,0.28
21Day,0,0.37,0,0,0,0,0,0.37,0
3Month,0.1,1.46,0,10.71,0.31,0,0,0,0
22Month,0.14,0.14,0.14,0,0.14,0,0,2.32,0
