stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,3,0,0,0,0,0,0
72hpf,0,8.46,0,0,0,0.85,0,0.28
21Day,0,37,0.74,0.37,0,1.85,0,0
3Month,0.1,4.47,2.5,0.21,0.1,0.1,0,0.21
22Month,0,5.6,0.14,0.68,0,0.14,0.14,0.27
