stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,15,148,2,0,148,14,269,6,3,57
72hpf,8.74,239.85,10.71,2.25,19.45,27.62,611.61,5.92,3.1,100.34
21Day,6.29,252.33,23.31,3.33,119.51,49.58,157.98,0.74,13.69,135.05
3Month,3.12,182.65,2.29,72.71,146.66,26.11,5.82,0.21,9.78,17.89
22Month,6.97,556.98,3.83,16.67,240.5,18.45,9.02,36.49,7.93,19.95
