stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,1,0,0,0
72hpf,0,0,0,0.28,1.41,0.28,0,1.41
21Day,3.33,0,0,0.74,1.11,0,0.37,1.48
3Month,0.1,0.83,0,0,0,0,0.21,0
22Month,0.96,5.33,0.14,0,0,0.14,0,0
