stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0.56,0.28,0,7.33,0
21Day,0,0.37,0,1.48,0
3Month,0.31,0,0,0,0
22Month,0,0,0.27,0,0.14
