stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0.28,0,0
21Day,4.07,0,0,1.48,0,0.74,0.37,0.37
3Month,6.24,0.1,0.42,5.51,0.21,0,0.73,0.21
22Month,5.88,0,0.14,6.83,0,0,0.27,0
