stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12,123,0,41,31,940,218,3,120
72hpf,0,17.19,0.28,0,0.28,5.92,0.85,0.28,0.56
21Day,0,1.48,0.37,0.37,0,0,0,0,0.37
3Month,0,0.1,0,0.21,0,0.1,0,0.1,1.56
