stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0
72hpf,0,0.85,0,0,0,0.56,0.28,0
21Day,0,0.74,0,0,0,1.85,0,0
3Month,2.7,0,0.31,0.42,0.31,0,0.31,0
22Month,3.55,0,0,0.55,0,0,0.14,0.41
