stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,1,2
72hpf,0.28,1.13,0,0.56,1.13,1.97
21Day,0,6.29,0.74,0.37,1.85,0.37
3Month,0.1,1.14,0.31,0.1,0,0.42
22Month,0,0.41,0.27,0,0,0
