stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,7,0,0,0,0,1,0
72hpf,49.89,0.85,0,0.28,0.28,4.23,1.13
21Day,103.23,1.11,0,5.55,2.59,3.33,0
3Month,12.17,0.21,0.1,0.31,0.21,0.31,0.1
22Month,3.42,0,0,0,0,0.41,0
