stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0.28,0,0,0,0
3Month,0.31,24.86,0.42,1.77,0.42,0.21,0.1,0.21
22Month,0,2.73,0,1.09,0,0,0,0
