stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.85,0.28,0,0,0,5.92,0,0.28
21Day,0.37,0,0,0,0,7.03,0,0.37
3Month,1.98,0,1.14,1.98,0.1,0,0,0.21
22Month,17.08,0.14,0.14,1.23,0,0.14,0.41,0.68
