stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0.85,0,0,0,0,0,0
21Day,0,0.37,0,0,0,0.37,0,0
3Month,0.31,1.66,0.42,0.52,0,0,0,0.21
22Month,0.14,5.06,0.14,0.68,0.14,0,2.19,0.55
