stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,1,0,0,0
72hpf,0,0.85,0,0.28,0.28,0,0,0,0.85
21Day,0,0,0,0.37,0.37,0.37,0,0,1.48
3Month,0.42,28.92,7.59,3.02,2.08,0.1,0,0.42,0.73
22Month,0.55,25.14,0.14,2.6,0.68,0,1.23,0.41,1.64
