stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,2,0,0,0,1,0,0
21Day,1.85,0.37,0,0,0.37,0,1.11
3Month,3.12,0.21,0.1,0.42,0.1,0.31,0
22Month,5.06,0,0,1.09,0,0.14,0.27
