stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0,0.28,0,0,0,6.48,0,0.28
21Day,0,0,0,0,1.11,2.59,0.37,0
3Month,0,1.35,0.1,4.37,0.42,0.62,0.21,0.1
22Month,0.14,0.82,0,0,0.27,0.14,0.14,0
