stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,0,0,0
72hpf,1.41,0,0,0,0,0.85,0,0
21Day,4.07,0,0,0.37,0,0,0,0
3Month,8.43,0.1,1.98,2.7,0.73,0,0,0.42
22Month,2.87,0.14,0,1.23,0,0,0.27,0.27
