stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,8,2
72hpf,0.56,0,0,9.02,0.56
21Day,1.48,0,0.37,2.59,0.37
3Month,1.14,0.1,0.42,0,0
22Month,3.14,0.14,0,0,0
