stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,1.48,0.74,0,0,0.37,11.47,0.74
3Month,0.1,1.46,0,0,0.42,0,4.58,0.31
22Month,0,0,0,0.14,0,0.14,0.14,0
