stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,12,2
72hpf,0.28,1.41,0.28,0,0.28,3.95,0.56
21Day,0,0.37,0,0.74,0,1.11,1.48
