stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0.28,0,0,0,0,0.56,1.13
21Day,0,1.11,0,0,0.37,16.28,1.48
3Month,0.42,0,0.21,0.1,0,0,1.46
22Month,0.14,0,0,0,0,0,0.27
