stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,0,0,0,0,0.74,0,0
3Month,7.91,0.1,0.21,0,0.21,0,0,0.1
22Month,2.46,0,0.14,0.41,0,0,0.27,0
