stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,1
72hpf,0.28,0.56,0,0,1.41,0.56
21Day,0,1.11,0.37,1.11,1.48,0.74
