stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,1
72hpf,0.85,0.28,0,0,5.92,1.13
21Day,2.59,0,0.37,0.37,0.37,0.37
3Month,0.31,0,0,0,0,0
22Month,0.82,0,0,0,0,0
