stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,11,4,0,0
72hpf,0.56,0.85,0,4.51,9.02,0,0
21Day,0,0,0,2.96,4.81,0,0.74
3Month,0.21,0,0.1,0.1,0.1,0,0
22Month,0.68,0,0,0,0,0.14,0
