stage,Endothelial,Epithelial,Germ,Immune,Stromal
72hpf,0,1.41,0,0.28,0
21Day,0,0.37,0,1.11,0
3Month,0,4.06,0.1,0.1,0.21
22Month,0.14,19.68,0.27,0.27,0.27
