stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,1,4,0,0
72hpf,0.85,0,0,0.56,0,0
21Day,2.96,0,0,0.74,0.37,0
3Month,0.42,0.1,0.1,0.1,0,0.1
