stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,1
72hpf,0.85,0,0,0,0,2.54,0,0
21Day,1.48,0.37,0,0,0,5.92,0,1.11
3Month,1.35,0,3.54,0.52,0.42,0.62,0.1,0.1
22Month,0.41,0,0,0.14,0,0.27,0,0
