stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0.28,0,0.28,3.38,0,0
21Day,0,0.37,0.74,0,3.7,0,0.37
3Month,0,0.52,0.42,0,0,0,0
22Month,0.27,2.32,0.27,0,0,0.14,0
