stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,2,0
72hpf,0,0,0.56,1.13,0
21Day,0.37,0,0,0,0.37
3Month,0.31,0.83,0,0,0
22Month,0.14,0.27,0,0,0.14
