stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,3,1
72hpf,0,0,0,0,0,0,16.35,0.28
21Day,0,0.74,0.74,0,0,0,6.29,0.37
3Month,0.21,1.46,0.1,8.43,0.73,0,0.42,0.83
22Month,0.14,0.68,0,1.23,0.14,0,0.41,0.82
