stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
21Day,0.37,0.37,0.37,1.11,0,0
3Month,2.81,0,0.21,0,0,0
22Month,0.55,0,0.14,0,0.27,0.14
