stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,1
72hpf,0,0,0.28,0,0,3.38,0,0
21Day,0,0.37,0,0,0.37,1.11,0.37,0.74
3Month,0.1,0.62,0,0.1,0.31,0,0,0
22Month,0,0.41,0,0,0,0,0,0
