stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,0.28,0.56,0.28,0,0.28,69.62,0,1.13
21Day,0,0.74,0.37,0.37,0,26.64,0.74,1.11
