stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0,2.82,0,0,0
21Day,0,0,0,0,0.74,0,0,0
3Month,0.94,0,0.1,0.1,0.1,0,0.1,0
22Month,5.74,0.14,0.96,0.27,0.14,0.55,0,0.68
