stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
21Day,0.74,0,0,0,0.37,0
3Month,20.6,0.31,0.62,0.1,0,0.1
22Month,14.76,0.14,0.55,0.55,0.14,0.14
