stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,9,0,1,0,81,0,12
72hpf,1.69,0,0.28,0,2.82,1.41,1.97
21Day,0.37,0.37,0.74,0.74,0,0,3.33
